idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,utm_nord,utm_est,lat,lng,location,:@computed_region_6hky_swhk,:@computed_region_ttgh_9sm5,:@computed_region_af5v_nc64,datastop
10288,Ozono,µg/m³,706,Lecco v.Sora,272,LC,Lecco,N,2007-06-28T00:00:00.000,5078987,531045,45.86375372,9.39995481,"{'type': 'Point', 'coordinates': [9.39995481, 45.86375372]}",10,10,5,
6230,Ossidi di Azoto,µg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,1994-07-01T00:00:00.000,5064150,509783,45.73083728,9.12573936,"{'type': 'Point', 'coordinates': [9.12573936, 45.73083728]}",2,2,3,
6366,Ossidi di Azoto,µg/m³,528,Milano Verziere,116,MI,Milano,N,1988-11-24T00:00:00.000,5034443,515270,45.46334886,9.19532511,"{'type': 'Point', 'coordinates': [9.19532511, 45.46334886]}",4,4,8,
5542,Biossido di Azoto,µg/m³,539,Milano v.Liguria,115,MI,Milano,N,1991-10-24T00:00:00.000,5032273,513134,45.44386047,9.16794489,"{'type': 'Point', 'coordinates': [9.16794489, 45.44386047]}",4,4,8,
20751,Ozono,µg/m³,1322,DarfoBT,221,BS,Darfo Boario Terme,N,2024-02-28T00:00:00.000,5080975,591483,45.87626097,10.17883506,"{'type': 'Point', 'coordinates': [10.17883506, 45.87626097]}",6,6,7,
6926,PM10 (SM2005),µg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,N,1999-12-14T00:00:00.000,5108901,543736,46.13548600,9.56624000,"{'type': 'Point', 'coordinates': [9.56624, 46.135486]}",3,3,7,
10133,Monossido di Carbonio,mg/m³,700,Melara v. dell'Artigianato,12,RO,Melara,S,2006-11-28T00:00:00.000,4992347,673928,45.06321458,11.20922257,"{'type': 'Point', 'coordinates': [11.20922257, 45.06321458]}",,,,
20157,Particelle sospese PM2.5,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2013-11-20T00:00:00.000,5004590,512932,45.19468231,9.16464919,"{'type': 'Point', 'coordinates': [9.16464919, 45.19468231]}",7,7,6,
6326,Ossidi di Azoto,µg/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,1995-04-22T00:00:00.000,5034328,490635,45.46242074,8.88021388,"{'type': 'Point', 'coordinates': [8.88021388, 45.46242074]}",4,4,8,
9852,Biossido di Azoto,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,2005-07-29T00:00:00.000,4987406,493238,45.04008561,8.91415717,"{'type': 'Point', 'coordinates': [8.91415717, 45.04008561]}",7,7,6,
9890,PM10 (SM2005),µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2005-11-18T00:00:00.000,5047450,521343,45.57411700,9.26380800,"{'type': 'Point', 'coordinates': [9.263808, 45.574117]}",12,12,5,
6686,Biossido di Zolfo,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,2002-06-01T00:00:00.000,5004590,512932,45.19468231,9.16464919,"{'type': 'Point', 'coordinates': [9.16464919, 45.19468231]}",7,7,6,
6845,Ossidi di Azoto,µg/m³,659,Odolo v.Praes,349,BS,Odolo,N,1990-10-08T00:00:00.000,5055661,608260,45.64605175,10.38929672,"{'type': 'Point', 'coordinates': [10.38929672, 45.64605175]}",6,6,2,
9930,Ossidi di Azoto,µg/m³,677,Cremona Via Fatebenefratelli,43,CR,Cremona,N,2006-04-11T00:00:00.000,4999315,582066,45.14254358,10.04384767,"{'type': 'Point', 'coordinates': [10.04384767, 45.14254358]}",8,8,4,
20484,Ammoniaca,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
12674,Arsenico,ng/m³,1264,Sondrio v.Paribelli,290,SO,Sondrio,N,2008-04-01T00:00:00.000,5113073,567873,46.16785664,9.87921169,"{'type': 'Point', 'coordinates': [9.87921169, 46.16785664]}",3,3,7,
10456,Particelle sospese PM2.5,µg/m³,1265,Lodi S.Alberto,76,LO,Lodi,N,2009-08-03T00:00:00.000,5016706,538829,45.30278678,9.49528589,"{'type': 'Point', 'coordinates': [9.49528589, 45.30278678]}",11,11,8,
12616,Piombo,ng/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2008-02-19T00:00:00.000,5002356,641122,45.16057658,10.79557331,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",9,9,4,
5847,Monossido di Carbonio,mg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,1998-12-06T00:00:00.000,5047718,487687,45.58289429,8.84216546,"{'type': 'Point', 'coordinates': [8.84216546, 45.58289429]}",1,1,3,
10081,Ozono,µg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N,2007-02-06T00:00:00.000,5030184,631718,45.41277633,10.68336214,"{'type': 'Point', 'coordinates': [10.68336214, 45.41277633]}",9,9,4,
10036,Benzene,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-28T00:00:00.000,4982900,500665,44.99955481,9.00844961,"{'type': 'Point', 'coordinates': [9.00844961, 44.99955481]}",7,7,6,
5658,Biossido di Zolfo,µg/m³,552,Varese v.Vidoletti,425,VA,Varese,N,1991-12-23T00:00:00.000,5075945,484773,45.83690156,8.80393486,"{'type': 'Point', 'coordinates': [8.80393486, 45.83690156]}",1,1,3,
6864,Ossidi di Azoto,µg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,N,1992-08-05T00:00:00.000,5041110,604367,45.51571417,10.33624003,"{'type': 'Point', 'coordinates': [10.33624003, 45.51571417]}",6,6,2,
9798,Monossido di Carbonio,mg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2004-12-28T00:00:00.000,5002356,641122,45.16057658,10.79557331,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",9,9,4,
10001,Ossidi di Azoto,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N,2006-02-17T00:00:00.000,5041567,540293,45.52647322,9.51599100,"{'type': 'Point', 'coordinates': [9.515991, 45.52647322]}",4,4,8,
10583,Ossidi di Azoto,µg/m³,1274,Perledo P.zza della stazione,212,LC,Perledo,N,2010-09-01T00:00:00.000,5095846,522171,46.01583272,9.28641942,"{'type': 'Point', 'coordinates': [9.28641942, 46.01583272]}",10,10,5,
10491,PM10 (SM2005),µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2009-03-31T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,
20495,Biossido di Azoto,µg/m³,1801,Brescia v.Tartaglia,151,BS,Brescia,N,2020-12-07T00:00:00.000,5043948,594556,45.54264789,10.21120522,"{'type': 'Point', 'coordinates': [10.21120522, 45.54264789]}",6,6,2,
6904,Ozono,µg/m³,596,Osio Sotto v.per Levate,182,BG,Osio Sotto,N,2004-09-08T00:00:00.000,5052072,547691,45.62055568,9.61173782,"{'type': 'Point', 'coordinates': [9.61173782, 45.62055568]}",5,5,1,
10290,PM10 (SM2005),µg/m³,706,Lecco v.Sora,272,LC,Lecco,N,2000-12-31T00:00:00.000,5078987,531045,45.86375372,9.39995481,"{'type': 'Point', 'coordinates': [9.39995481, 45.86375372]}",10,10,5,
6228,Ossidi di Azoto,µg/m³,588,Tavernola Bergamasca v.Riva di Sotto,191,BG,Tavernola Bergamasca,N,1990-09-21T00:00:00.000,5063058,581311,45.71630489,10.04477436,"{'type': 'Point', 'coordinates': [10.04477436, 45.71630489]}",5,5,1,
6419,Ossidi di Azoto,µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,2002-01-01T00:00:00.000,5023885,555127,45.36631075,9.70395139,"{'type': 'Point', 'coordinates': [9.70395139, 45.36631075]}",8,8,4,
5572,Biossido di Azoto,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,1993-11-01T00:00:00.000,5113078,567173,46.16797103,9.87014581,"{'type': 'Point', 'coordinates': [9.87014581, 46.16797103]}",3,3,7,
20489,Ossidi di Azoto,µg/m³,1800,Brescia S.Polo,124,BS,Brescia,N,,5040227,598141,45.50866680,10.25637025,"{'type': 'Point', 'coordinates': [10.25637025, 45.5086668]}",6,6,2,
9857,Biossido di Azoto,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-28T00:00:00.000,4982900,500665,44.99955481,9.00844961,"{'type': 'Point', 'coordinates': [9.00844961, 44.99955481]}",7,7,6,
12688,Benzo(a)pirene,ng/m³,633,Soresina v. Landriani,70,CR,Soresina,N,2008-04-02T00:00:00.000,5014860,567712,45.28398000,9.86340258,"{'type': 'Point', 'coordinates': [9.86340258, 45.28398]}",8,8,4,
5607,Biossido di Azoto,µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85,LO,Tavazzano con Villavesco,N,2000-01-13T00:00:00.000,5019734,532492,45.33036444,9.41464375,"{'type': 'Point', 'coordinates': [9.41464375, 45.33036444]}",11,11,8,
20758,Ossidi di Azoto,µg/m³,1322,DarfoBT,221,BS,Darfo Boario Terme,N,,5080975,591483,45.87626097,10.17883506,"{'type': 'Point', 'coordinates': [10.17883506, 45.87626097]}",6,6,7,
20441,Ossidi di Azoto,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2007-03-17T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,
6782,Monossido di Carbonio,mg/m³,652,Brescia v.Turati,154,BS,Brescia,N,1999-01-12T00:00:00.000,5043626,596168,45.53953611,10.23178722,"{'type': 'Point', 'coordinates': [10.23178722, 45.53953611]}",6,6,2,
10028,Particelle sospese PM2.5,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N,2006-06-30T00:00:00.000,5059767,537706,45.69043647,9.48426111,"{'type': 'Point', 'coordinates': [9.48426111, 45.69043647]}",5,5,1,
12690,Nikel,ng/m³,560,Varese v.Copelli,383,VA,Varese,N,2008-04-01T00:00:00.000,5073728,486035,45.81697450,8.82024911,"{'type': 'Point', 'coordinates': [8.82024911, 45.8169745]}",1,1,3,
5732,Ozono,µg/m³,573,Colico v.La Madoneta,229,LC,Colico,N,1996-11-06T00:00:00.000,5109468,529713,46.13814090,9.38468725,"{'type': 'Point', 'coordinates': [9.38468725, 46.1381409]}",10,10,5,
6880,Biossido di Azoto,µg/m³,665,Viadana v. Cavalli,37,MN,Viadana,N,2003-10-25T00:00:00.000,4975705,619759,44.92469933,10.51750417,"{'type': 'Point', 'coordinates': [10.51750417, 44.92469933]}",9,9,4,
30166,Benzene,µg/m³,652,Brescia v.Turati,154,BS,Brescia,N,2016-01-01T00:00:00.000,5043626,596168,45.53953611,10.23178722,"{'type': 'Point', 'coordinates': [10.23178722, 45.53953611]}",6,6,2,
5555,Biossido di Azoto,µg/m³,552,Varese v.Vidoletti,425,VA,Varese,N,1991-12-24T00:00:00.000,5075945,484773,45.83690156,8.80393486,"{'type': 'Point', 'coordinates': [8.80393486, 45.83690156]}",1,1,3,
10168,Biossido di Zolfo,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2006-12-13T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
5738,Ozono,µg/m³,607,Abbadia Cerreto v. Fanfulla,64,LO,Abbadia Cerreto,N,2001-04-10T00:00:00.000,5017500,545920,45.30950506,9.58580022,"{'type': 'Point', 'coordinates': [9.58580022, 45.30950506]}",11,11,8,
5749,Ozono,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,N,1991-05-09T00:00:00.000,5052646,502058,45.62735705,9.02640138,"{'type': 'Point', 'coordinates': [9.02640138, 45.62735705]}",1,1,3,
5845,Monossido di Carbonio,mg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,1993-11-01T00:00:00.000,5113078,567173,46.16797103,9.87014581,"{'type': 'Point', 'coordinates': [9.87014581, 46.16797103]}",3,3,7,
12593,Benzo(a)pirene,ng/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2008-04-18T00:00:00.000,5040636,593101,45.51306214,10.19190606,"{'type': 'Point', 'coordinates': [10.19190606, 45.51306214]}",6,6,2,
9882,Ozono,µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2005-10-21T00:00:00.000,5047450,521343,45.57411700,9.26380800,"{'type': 'Point', 'coordinates': [9.263808, 45.574117]}",12,12,5,
20042,Ammoniaca,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2013-10-24T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
10020,Biossido di Zolfo,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,N,2006-06-30T00:00:00.000,5059767,537706,45.69043647,9.48426111,"{'type': 'Point', 'coordinates': [9.48426111, 45.69043647]}",5,5,1,
6954,PM10 (SM2005),µg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,N,1997-01-27T00:00:00.000,5041110,604367,45.51571417,10.33624003,"{'type': 'Point', 'coordinates': [10.33624003, 45.51571417]}",6,6,2,
9996,Ossidi di Azoto,µg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N,2006-01-21T00:00:00.000,4995567,490094,45.11351117,8.87407772,"{'type': 'Point', 'coordinates': [8.87407772, 45.11351117]}",7,7,6,
10273,PM10 (SM2005),µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,2007-04-21T00:00:00.000,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
12598,Piombo,ng/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2008-04-24T00:00:00.000,5038450,543458,45.49822794,9.55624181,"{'type': 'Point', 'coordinates': [9.55624181, 45.49822794]}",5,5,1,
20034,Biossido di Azoto,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N,2006-09-16T00:00:00.000,4994371,492461,45.10277464,8.90418742,"{'type': 'Point', 'coordinates': [8.90418742, 45.10277464]}",7,7,6,
12590,Cadmio,ng/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2008-04-01T00:00:00.000,5040636,593101,45.51306214,10.19190606,"{'type': 'Point', 'coordinates': [10.19190606, 45.51306214]}",6,6,2,
6877,Biossido di Azoto,µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,2004-06-08T00:00:00.000,5001351,640031,45.15175186,10.78141717,"{'type': 'Point', 'coordinates': [10.78141717, 45.15175186]}",9,9,4,
10283,Particelle sospese PM2.5,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,2007-03-29T00:00:00.000,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
9985,Particelle sospese PM2.5,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,2006-07-10T00:00:00.000,5017060,538042,45.30601628,9.48527511,"{'type': 'Point', 'coordinates': [9.48527511, 45.30601628]}",11,11,8,
10070,Biossido di Zolfo,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85,PV,Sannazzaro de' Burgondi,N,2007-01-01T00:00:00.000,4994371,492461,45.10277464,8.90418742,"{'type': 'Point', 'coordinates': [8.90418742, 45.10277464]}",7,7,6,
5574,Biossido di Azoto,µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,1993-11-01T00:00:00.000,5147136,605598,46.46952397,10.37543275,"{'type': 'Point', 'coordinates': [10.37543275, 46.46952397]}",3,3,7,
12692,Cadmio,ng/m³,560,Varese v.Copelli,383,VA,Varese,N,2008-04-01T00:00:00.000,5073728,486035,45.81697450,8.82024911,"{'type': 'Point', 'coordinates': [8.82024911, 45.8169745]}",1,1,3,
10449,Particelle sospese PM2.5,µg/m³,560,Varese v.Copelli,383,VA,Varese,N,2009-09-01T00:00:00.000,5073728,486035,45.81697450,8.82024911,"{'type': 'Point', 'coordinates': [8.82024911, 45.8169745]}",1,1,3,
9833,Benzene,µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,2005-05-16T00:00:00.000,5001351,640031,45.15175186,10.78141717,"{'type': 'Point', 'coordinates': [10.78141717, 45.15175186]}",9,9,4,
12661,Nikel,ng/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2008-06-14T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,
5717,Ozono,µg/m³,531,Pioltello Limito,114,MI,Pioltello,N,1989-05-13T00:00:00.000,5036730,525583,45.48363242,9.32736196,"{'type': 'Point', 'coordinates': [9.32736196, 45.48363242]}",4,4,8,
30165,Ozono,µg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2013-12-13T00:00:00.000,5040636,593101,45.51306214,10.19190606,"{'type': 'Point', 'coordinates': [10.19190606, 45.51306214]}",6,6,2,
9831,PM10 (SM2005),µg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,2004-12-30T00:00:00.000,5002356,641122,45.16057658,10.79557331,"{'type': 'Point', 'coordinates': [10.79557331, 45.16057658]}",9,9,4,
12670,Piombo,ng/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2008-02-23T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
9997,Ozono,µg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N,2006-01-21T00:00:00.000,4995567,490094,45.11351117,8.87407772,"{'type': 'Point', 'coordinates': [8.87407772, 45.11351117]}",7,7,6,
5827,Monossido di Carbonio,mg/m³,501,Milano v.Marche,129,MI,Milano,N,1989-04-05T00:00:00.000,5038105,514918,45.49631883,9.19093444,"{'type': 'Point', 'coordinates': [9.19093444, 45.49631883]}",4,4,8,
10327,Biossido di Zolfo,µg/m³,708,Parona v. della Miseria,112,PV,Parona,N,2007-08-15T00:00:00.000,5014300,480733,45.28194289,8.75433614,"{'type': 'Point', 'coordinates': [8.75433614, 45.28194289]}",7,7,6,
5504,Biossido di Azoto,µg/m³,501,Milano v.Marche,129,MI,Milano,N,1980-09-18T00:00:00.000,5038105,514918,45.49631883,9.19093444,"{'type': 'Point', 'coordinates': [9.19093444, 45.49631883]}",4,4,8,
6280,Ossidi di Azoto,µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85,LO,Tavazzano con Villavesco,N,2000-01-13T00:00:00.000,5019734,532492,45.33036444,9.41464375,"{'type': 'Point', 'coordinates': [9.41464375, 45.33036444]}",11,11,8,
6212,Ossidi di Azoto,µg/m³,596,Osio Sotto v.per Levate,182,BG,Osio Sotto,N,2000-04-06T00:00:00.000,5052072,547691,45.62055568,9.61173782,"{'type': 'Point', 'coordinates': [9.61173782, 45.62055568]}",5,5,1,
10505,Ossidi di Azoto,µg/m³,1269,Dalmine v.Verdi,207,BG,Dalmine,N,2010-02-12T00:00:00.000,5055304,546847,45.64971000,9.60123469,"{'type': 'Point', 'coordinates': [9.60123469, 45.64971]}",5,5,1,
20491,Biossido di Azoto,µg/m³,1800,Brescia S.Polo,124,BS,Brescia,N,2020-12-07T00:00:00.000,5040227,598141,45.50866680,10.25637025,"{'type': 'Point', 'coordinates': [10.25637025, 45.5086668]}",6,6,2,
12665,Benzo(a)pirene,ng/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2008-06-15T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,
5548,Biossido di Azoto,µg/m³,545,Motta Visconti v. De Gasperi,100,MI,Motta Visconti,N,1998-03-17T00:00:00.000,5014273,499103,45.28196356,8.98857592,"{'type': 'Point', 'coordinates': [8.98857592, 45.28196356]}",4,4,8,
12611,Benzo(a)pirene,ng/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,2008-04-15T00:00:00.000,5034328,490635,45.46242074,8.88021388,"{'type': 'Point', 'coordinates': [8.88021388, 45.46242074]}",4,4,8,
20752,Particelle sospese PM2.5,µg/m³,1322,DarfoBT,221,BS,Darfo Boario Terme,N,2024-02-28T00:00:00.000,5080975,591483,45.87626097,10.17883506,"{'type': 'Point', 'coordinates': [10.17883506, 45.87626097]}",6,6,7,
12639,Cadmio,ng/m³,548,Milano v.Senato,118,MI,Milano,N,2008-07-09T00:00:00.000,5035238,515435,45.47050100,9.19746075,"{'type': 'Point', 'coordinates': [9.19746075, 45.470501]}",4,4,8,
5564,Biossido di Azoto,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,1991-02-17T00:00:00.000,5073500,505203,45.81504217,9.06697886,"{'type': 'Point', 'coordinates': [9.06697886, 45.81504217]}",2,2,3,
10507,Biossido di Azoto,µg/m³,1269,Dalmine v.Verdi,207,BG,Dalmine,N,2010-02-12T00:00:00.000,5055304,546847,45.64971000,9.60123469,"{'type': 'Point', 'coordinates': [9.60123469, 45.64971]}",5,5,1,
10333,Ossidi di Azoto,µg/m³,709,Vigevano v.Valletta,109,PV,Vigevano,N,2007-08-08T00:00:00.000,5016690,487833,45.30361483,8.84480578,"{'type': 'Point', 'coordinates': [8.84480578, 45.30361483]}",7,7,6,
12668,Arsenico,ng/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2008-02-23T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
12638,Arsenico,ng/m³,548,Milano v.Senato,118,MI,Milano,N,2008-07-09T00:00:00.000,5035238,515435,45.47050100,9.19746075,"{'type': 'Point', 'coordinates': [9.19746075, 45.470501]}",4,4,8,
6870,Benzene,µg/m³,663,Mantova v.Ariosto,18,MN,Mantova,N,2003-01-01T00:00:00.000,5000669,641770,45.14526864,10.80333489,"{'type': 'Point', 'coordinates': [10.80333489, 45.14526864]}",9,9,4,
6925,PM10 (SM2005),µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,2003-04-18T00:00:00.000,5147136,605598,46.46952397,10.37543275,"{'type': 'Point', 'coordinates': [10.37543275, 46.46952397]}",3,3,7,
5576,Biossido di Azoto,µg/m³,573,Colico v.La Madoneta,229,LC,Colico,N,1996-11-05T00:00:00.000,5109468,529713,46.13814090,9.38468725,"{'type': 'Point', 'coordinates': [9.38468725, 46.1381409]}",10,10,5,
12596,Arsenico,ng/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2008-04-24T00:00:00.000,5038450,543458,45.49822794,9.55624181,"{'type': 'Point', 'coordinates': [9.55624181, 45.49822794]}",5,5,1,
17039,Cadmio,ng/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,2012-01-13T00:00:00.000,5059922,550116,45.69104400,9.64366225,"{'type': 'Point', 'coordinates': [9.64366225, 45.691044]}",5,5,1,
20427,Biossido di Zolfo,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,S,2017-12-20T00:00:00.000,5041567,540293,45.52647322,9.51599100,"{'type': 'Point', 'coordinates': [9.515991, 45.52647322]}",4,4,8,
12663,Cadmio,ng/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2008-06-14T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,
6784,Ossidi di Azoto,µg/m³,652,Brescia v.Turati,154,BS,Brescia,N,1999-10-01T00:00:00.000,5043626,596168,45.53953611,10.23178722,"{'type': 'Point', 'coordinates': [10.23178722, 45.53953611]}",6,6,2,
6879,Monossido di Carbonio,mg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,2004-06-11T00:00:00.000,5001351,640031,45.15175186,10.78141717,"{'type': 'Point', 'coordinates': [10.78141717, 45.15175186]}",9,9,4,
10166,Benzene,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2006-11-29T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
5568,Biossido di Azoto,µg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,1994-02-15T00:00:00.000,5064150,509783,45.73083728,9.12573936,"{'type': 'Point', 'coordinates': [9.12573936, 45.73083728]}",2,2,3,
10165,Ossidi di Azoto,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2006-11-29T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
9740,PM10 (SM2005),µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85,LO,Tavazzano con Villavesco,N,2005-04-05T00:00:00.000,5019734,532492,45.33036444,9.41464375,"{'type': 'Point', 'coordinates': [9.41464375, 45.33036444]}",11,11,8,
9999,Biossido di Azoto,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N,2006-02-17T00:00:00.000,5041567,540293,45.52647322,9.51599100,"{'type': 'Point', 'coordinates': [9.515991, 45.52647322]}",4,4,8,
9877,Biossido di Azoto,µg/m³,674,Monza v.Machiavelli,162,MB,Monza,N,2005-10-21T00:00:00.000,5047450,521343,45.57411700,9.26380800,"{'type': 'Point', 'coordinates': [9.263808, 45.574117]}",12,12,5,
20197,PM10 (SM2005),µg/m³,598,San Rocco al Porto v.Matteotti,50,LO,San Rocco al Porto,N,2002-01-01T00:00:00.000,4992297,555154,45.08199189,9.70079278,"{'type': 'Point', 'coordinates': [9.70079278, 45.08199189]}",11,11,8,
10173,PM10 (SM2005),µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2007-01-01T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
10169,Monossido di Carbonio,mg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2006-11-29T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
5739,Ozono,µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,1996-05-29T00:00:00.000,5147136,605598,46.46952397,10.37543275,"{'type': 'Point', 'coordinates': [10.37543275, 46.46952397]}",3,3,7,
12620,Arsenico,ng/m³,542,Meda v. Gagarin,222,MB,Meda,N,2008-04-18T00:00:00.000,5056480,512203,45.66099200,9.16022500,"{'type': 'Point', 'coordinates': [9.160225, 45.660992]}",12,12,5,
9971,Monossido di Carbonio,mg/m³,679,Valmadrera v.Pozzi,247,LC,Valmadrera,N,2006-02-16T00:00:00.000,5076576,527307,45.84221272,9.35166247,"{'type': 'Point', 'coordinates': [9.35166247, 45.84221272]}",10,10,5,
6356,Ossidi di Azoto,µg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139,MI,Sesto San Giovanni,N,1980-12-18T00:00:00.000,5042386,518435,45.53476819,9.23610903,"{'type': 'Point', 'coordinates': [9.23610903, 45.53476819]}",4,4,8,
10285,Ossidi di Azoto,µg/m³,706,Lecco v.Sora,272,LC,Lecco,N,2007-06-28T00:00:00.000,5078987,531045,45.86375372,9.39995481,"{'type': 'Point', 'coordinates': [9.39995481, 45.86375372]}",10,10,5,
17290,PM10 (SM2005),µg/m³,1374,Monza Parco,181,MB,Monza,N,2013-02-15T00:00:00.000,5049780,521452,45.60307200,9.27615600,"{'type': 'Point', 'coordinates': [9.276156, 45.603072]}",12,12,5,
