idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,utm_nord,utm_est,lat,lng,location,:@computed_region_6hky_swhk,:@computed_region_ttgh_9sm5,:@computed_region_af5v_nc64,datastop
6853,Biossido di Zolfo,µg/m³,660,Ospitaletto v. XXV aprile,155,BS,Ospitaletto,S,1990-02-16T00:00:00.000,5044985,584681,45.55325867,10.08492175,"{'type': 'Point', 'coordinates': [10.08492175, 45.55325867]}",6,6,2,2003-09-16T00:00:00.000
10431,Ossidi di Azoto,µg/m³,1264,Sondrio v.Paribelli,290,SO,Sondrio,N,2008-11-11T00:00:00.000,5113073,567873,46.16785664,9.87921169,"{'type': 'Point', 'coordinates': [9.87921169, 46.16785664]}",3,3,7,
5541,Biossido di Azoto,µg/m³,538,Settimo Milanese v. Della Libertà,132,MI,Settimo Milanese,S,1992-05-27T00:00:00.000,5036306,504444,45.48027247,9.05686386,"{'type': 'Point', 'coordinates': [9.05686386, 45.48027247]}",4,4,8,2018-07-30T00:00:00.000
6606,Particolato Totale Sospeso,µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,1991-11-20T00:00:00.000,5059449,555672,45.68636206,9.71495853,"{'type': 'Point', 'coordinates': [9.71495853, 45.68636206]}",5,5,1,2000-01-27T00:00:00.000
5638,Biossido di Zolfo,µg/m³,514,Rho via Buon Gesù,152,MI,Rho,S,1982-10-18T00:00:00.000,5041100,503483,45.52342919,9.04460250,"{'type': 'Point', 'coordinates': [9.0446025, 45.52342919]}",4,4,8,1999-05-04T00:00:00.000
5512,Biossido di Azoto,µg/m³,509,Rivolta d'Adda v.Beccaria,101,CR,Rivolta d'Adda,S,1991-01-01T00:00:00.000,5035130,539972,45.46855439,9.51135561,"{'type': 'Point', 'coordinates': [9.51135561, 45.46855439]}",8,8,4,2018-01-01T00:00:00.000
5554,Biossido di Azoto,µg/m³,551,Arconate v. De Gasperi,182,MI,Arconate,N,1999-01-20T00:00:00.000,5043898,488082,45.54852147,8.84732669,"{'type': 'Point', 'coordinates': [8.84732669, 45.54852147]}",4,4,8,
9835,PM10 (SM2005),µg/m³,664,Mantova p.zza Gramsci,18,MN,Mantova,N,2004-12-28T00:00:00.000,5001351,640031,45.15175186,10.78141717,"{'type': 'Point', 'coordinates': [10.78141717, 45.15175186]}",9,9,4,
6398,Ossidi di Azoto,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,N,1997-03-28T00:00:00.000,5052646,502058,45.62735705,9.02640138,"{'type': 'Point', 'coordinates': [9.02640138, 45.62735705]}",1,1,3,
12671,Benzo(a)pirene,ng/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2008-02-22T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
6675,Particolato Totale Sospeso,µg/m³,567,Chiavenna v.Cerletti,333,SO,Chiavenna,S,1993-10-27T00:00:00.000,5129768,530454,46.32081378,9.39559186,"{'type': 'Point', 'coordinates': [9.39559186, 46.32081378]}",3,3,7,2002-10-02T00:00:00.000
6620,Particolato Totale Sospeso,µg/m³,577,Calolziocorte c.so Dante,215,LC,Calolziocorte,S,1993-06-01T00:00:00.000,5072149,533373,45.80210114,9.42947022,"{'type': 'Point', 'coordinates': [9.42947022, 45.80210114]}",10,10,5,2000-03-08T00:00:00.000
12600,Benzo(a)pirene,ng/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,2008-04-24T00:00:00.000,5038450,543458,45.49822794,9.55624181,"{'type': 'Point', 'coordinates': [9.55624181, 45.49822794]}",5,5,1,
5850,Monossido di Carbonio,mg/m³,557,Lonate Pozzolo v.Veneto,204,VA,Lonate Pozzolo,S,1996-12-05T00:00:00.000,5048975,479783,45.59402776,8.74080297,"{'type': 'Point', 'coordinates': [8.74080297, 45.59402776]}",1,1,3,2012-01-04T00:00:00.000
17083,Nikel,ng/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,S,2008-04-01T00:00:00.000,5113078,567173,46.16797103,9.87014581,"{'type': 'Point', 'coordinates': [9.87014581, 46.16797103]}",3,3,7,2011-12-26T00:00:00.000
5796,Monossido di Carbonio,mg/m³,586,Costa Volpino v.Nazionale,192,BG,Costa Volpino,S,1993-07-26T00:00:00.000,5075429,585212,45.82716061,10.09707131,"{'type': 'Point', 'coordinates': [10.09707131, 45.82716061]}",5,5,1,2011-09-12T00:00:00.000
20155,PM10 (SM2005),µg/m³,690,Mezzana Bigli loc. Casoni,73,PV,Mezzana Bigli,N,2013-11-20T00:00:00.000,4990697,489679,45.06966728,8.86890217,"{'type': 'Point', 'coordinates': [8.86890217, 45.06966728]}",7,7,6,
5521,Biossido di Azoto,µg/m³,518,Galliate strada del Piaggio,153,NO,Galliate,S,1992-12-07T00:00:00.000,5034980,479423,45.48956400,8.73779200,"{'type': 'Point', 'coordinates': [8.737792, 45.489564]}",,,,2017-01-04T00:00:00.000
5691,Biossido di Zolfo,µg/m³,608,Codogno v.Trento,59,LO,Codogno,S,2000-01-13T00:00:00.000,5000892,554872,45.15937678,9.69815314,"{'type': 'Point', 'coordinates': [9.69815314, 45.15937678]}",11,11,8,2022-12-31T00:00:00.000
30162,Ossidi di Azoto,µg/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,2013-01-22T00:00:00.000,5040636,593101,45.51306214,10.19190606,"{'type': 'Point', 'coordinates': [10.19190606, 45.51306214]}",6,6,2,
10484,PM10 (SM2005),µg/m³,1266,Bertonico v.Moro,65,LO,Bertonico,N,2009-08-03T00:00:00.000,5009105,552297,45.23349689,9.66625758,"{'type': 'Point', 'coordinates': [9.66625758, 45.23349689]}",11,11,8,
5650,Biossido di Zolfo,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,1968-01-12T00:00:00.000,5035847,511082,45.47606529,9.14178666,"{'type': 'Point', 'coordinates': [9.14178666, 45.47606529]}",4,4,8,2010-12-14T00:00:00.000
10581,Biossido di Azoto,µg/m³,1274,Perledo P.zza della stazione,212,LC,Perledo,N,2010-09-01T00:00:00.000,5095846,522171,46.01583272,9.28641942,"{'type': 'Point', 'coordinates': [9.28641942, 46.01583272]}",10,10,5,
6238,Ossidi di Azoto,µg/m³,562,Mariano Comense v.le Lombardia,256,CO,Mariano Comense,S,1991-01-01T00:00:00.000,5059472,514067,45.68865731,9.18065777,"{'type': 'Point', 'coordinates': [9.18065777, 45.68865731]}",2,2,3,2015-03-01T00:00:00.000
6842,Biossido di Zolfo,µg/m³,659,Odolo v.Praes,349,BS,Odolo,S,1990-10-08T00:00:00.000,5055661,608260,45.64605175,10.38929672,"{'type': 'Point', 'coordinates': [10.38929672, 45.64605175]}",6,6,2,2004-07-20T00:00:00.000
12694,Benzo(a)pirene,ng/m³,560,Varese v.Copelli,383,VA,Varese,N,2008-04-02T00:00:00.000,5073728,486035,45.81697450,8.82024911,"{'type': 'Point', 'coordinates': [8.82024911, 45.8169745]}",1,1,3,
5805,Monossido di Carbonio,mg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,1991-02-17T00:00:00.000,5077479,530713,45.85019631,9.39558125,"{'type': 'Point', 'coordinates': [9.39558125, 45.85019631]}",10,10,5,
9921,Ossidi di Azoto,µg/m³,667,Marmirolo Bosco Fontana,22,MN,Marmirolo,S,2004-06-05T00:00:00.000,5007554,636848,45.20818653,10.74264811,"{'type': 'Point', 'coordinates': [10.74264811, 45.20818653]}",9,9,4,2018-07-30T00:00:00.000
20523,Ammoniaca,µg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,2021-10-29T00:00:00.000,5059922,550116,45.69104400,9.64366225,"{'type': 'Point', 'coordinates': [9.64366225, 45.691044]}",5,5,1,
12029,Particelle sospese PM2.5,µg/m³,706,Lecco v.Sora,272,LC,Lecco,N,2000-12-31T00:00:00.000,5078987,531045,45.86375372,9.39995481,"{'type': 'Point', 'coordinates': [9.39995481, 45.86375372]}",10,10,5,
12623,Benzo(a)pirene,ng/m³,542,Meda v. Gagarin,222,MB,Meda,N,2008-04-18T00:00:00.000,5056480,512203,45.66099200,9.16022500,"{'type': 'Point', 'coordinates': [9.160225, 45.660992]}",12,12,5,
5589,Biossido di Azoto,µg/m³,586,Costa Volpino v.Nazionale,192,BG,Costa Volpino,S,1993-07-26T00:00:00.000,5075429,585212,45.82716061,10.09707131,"{'type': 'Point', 'coordinates': [10.09707131, 45.82716061]}",5,5,1,2018-07-30T00:00:00.000
17162,Particelle sospese PM2.5,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,2012-10-20T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,
10029,Particolato Totale Sospeso,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273,BG,Calusco d'Adda,S,2006-05-05T00:00:00.000,5059767,537706,45.69043647,9.48426111,"{'type': 'Point', 'coordinates': [9.48426111, 45.69043647]}",5,5,1,2017-01-01T00:00:00.000
5791,Monossido di Carbonio,mg/m³,593,Ciserano c.so Europa,159,BG,Ciserano,S,1994-11-29T00:00:00.000,5048846,547278,45.59155664,9.60613797,"{'type': 'Point', 'coordinates': [9.60613797, 45.59155664]}",5,5,1,2011-09-12T00:00:00.000
17288,Ozono,µg/m³,1374,Monza Parco,181,MB,Monza,N,2013-02-09T00:00:00.000,5049780,521452,45.60307200,9.27615600,"{'type': 'Point', 'coordinates': [9.276156, 45.603072]}",12,12,5,
12637,Nikel,ng/m³,548,Milano v.Senato,118,MI,Milano,N,2008-07-09T00:00:00.000,5035238,515435,45.47050100,9.19746075,"{'type': 'Point', 'coordinates': [9.19746075, 45.470501]}",4,4,8,
5657,Biossido di Zolfo,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,S,1991-05-09T00:00:00.000,5052646,502058,45.62735705,9.02640138,"{'type': 'Point', 'coordinates': [9.02640138, 45.62735705]}",1,1,3,2001-03-24T00:00:00.000
6786,Biossido di Azoto,µg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,1997-10-15T00:00:00.000,5040836,595170,45.51456611,10.21846492,"{'type': 'Point', 'coordinates': [10.21846492, 45.51456611]}",6,6,2,2018-07-30T00:00:00.000
5648,Biossido di Zolfo,µg/m³,507,Villasanta v. A. Volta,176,MB,Villasanta,S,1976-12-18T00:00:00.000,5050610,523948,45.60862236,9.30711961,"{'type': 'Point', 'coordinates': [9.30711961, 45.60862236]}",12,12,5,1999-05-03T00:00:00.000
20494,Monossido di Azoto,µg/m³,1801,Brescia v.Tartaglia,151,BS,Brescia,N,,5043948,594556,45.54264789,10.21120522,"{'type': 'Point', 'coordinates': [10.21120522, 45.54264789]}",6,6,2,
9859,Monossido di Carbonio,mg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-05T00:00:00.000,4982900,500665,44.99955481,9.00844961,"{'type': 'Point', 'coordinates': [9.00844961, 44.99955481]}",7,7,6,
5506,Biossido di Azoto,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,1980-09-18T00:00:00.000,5035847,511082,45.47606529,9.14178666,"{'type': 'Point', 'coordinates': [9.14178666, 45.47606529]}",4,4,8,2018-07-30T00:00:00.000
5680,Biossido di Zolfo,µg/m³,566,Olgiate Comasco v.Roma,404,CO,Olgiate Comasco,S,1995-02-01T00:00:00.000,5070038,497388,45.78389908,8.96640489,"{'type': 'Point', 'coordinates': [8.96640489, 45.78389908]}",2,2,3,2009-02-05T00:00:00.000
5852,Monossido di Carbonio,mg/m³,553,Saronno v.Marconi,211,VA,Saronno,S,1993-06-15T00:00:00.000,5052270,502902,45.62397317,9.03723114,"{'type': 'Point', 'coordinates': [9.03723114, 45.62397317]}",1,1,3,2012-01-04T00:00:00.000
10167,Biossido di Azoto,µg/m³,703,Schivenoglia v. Malpasso,,MN,Schivenoglia,N,2006-11-29T00:00:00.000,4986922,663580,45.01688067,11.07609728,"{'type': 'Point', 'coordinates': [11.07609728, 45.01688067]}",9,9,4,
6200,Ossidi di Azoto,µg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,1990-07-04T00:00:00.000,5060449,545762,45.69608872,9.58779631,"{'type': 'Point', 'coordinates': [9.58779631, 45.69608872]}",5,5,1,2013-05-26T00:00:00.000
20569,Monossido di Carbonio,mg/m³,1801,Brescia v.Tartaglia,151,BS,Brescia,N,2023-01-03T00:00:00.000,5043948,594556,45.54264789,10.21120522,"{'type': 'Point', 'coordinates': [10.21120522, 45.54264789]}",6,6,2,
5961,Biossido di Azoto,µg/m³,630,Crema v.Indipendenza,78,CR,Crema,S,1999-11-02T00:00:00.000,5024212,553035,45.36941556,9.67727511,"{'type': 'Point', 'coordinates': [9.67727511, 45.36941556]}",8,8,4,2007-04-03T00:00:00.000
6372,Ossidi di Azoto,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,1980-09-18T00:00:00.000,5035847,511082,45.47606529,9.14178666,"{'type': 'Point', 'coordinates': [9.14178666, 45.47606529]}",4,4,8,2018-07-30T00:00:00.000
10335,PM10 (SM2005),µg/m³,709,Vigevano v.Valletta,109,PV,Vigevano,N,2007-08-08T00:00:00.000,5016690,487833,45.30361483,8.84480578,"{'type': 'Point', 'coordinates': [8.84480578, 45.30361483]}",7,7,6,
5595,Biossido di Azoto,µg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,1991-06-02T00:00:00.000,5040815,546236,45.51933533,9.59201917,"{'type': 'Point', 'coordinates': [9.59201917, 45.51933533]}",5,5,1,
6909,PM10 (SM2005),µg/m³,536,Arese v. Matteotti,157,MI,Arese,S,2002-01-18T00:00:00.000,5043325,506302,45.54343664,9.08072867,"{'type': 'Point', 'coordinates': [9.08072867, 45.54343664]}",4,4,8,2018-07-30T00:00:00.000
10346,Particelle sospese PM2.5,µg/m³,707,Mortara v. Trento,108,PV,Mortara,S,2007-12-01T00:00:00.000,5011280,479925,45.25473597,8.74415572,"{'type': 'Point', 'coordinates': [8.74415572, 45.25473597]}",7,7,6,2021-05-12T09:00:00.000
10159,Ozono,µg/m³,702,Pieve di Coriano v. Bugatte,16,MN,Pieve di Coriano,S,2006-11-29T00:00:00.000,4988901,666747,45.03394468,11.11691932,"{'type': 'Point', 'coordinates': [11.11691932, 45.03394468]}",9,9,4,2018-01-01T00:00:00.000
9920,Ossidi di Azoto,µg/m³,665,Viadana v. Cavalli,37,MN,Viadana,N,2004-06-15T00:00:00.000,4975705,619759,44.92469933,10.51750417,"{'type': 'Point', 'coordinates': [10.51750417, 44.92469933]}",9,9,4,
29041,Benzene,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,1996-08-01T00:00:00.000,5073500,505203,45.81504217,9.06697886,"{'type': 'Point', 'coordinates': [9.06697886, 45.81504217]}",2,2,3,
5813,Monossido di Carbonio,mg/m³,511,Abbiategrasso v. Serafino Dell'Uomo,118,MI,Abbiategrasso,S,1997-11-02T00:00:00.000,5026880,493223,45.39541003,8.91341828,"{'type': 'Point', 'coordinates': [8.91341828, 45.39541003]}",4,4,8,2011-06-25T00:00:00.000
10329,Ossidi di Azoto,µg/m³,708,Parona v. della Miseria,112,PV,Parona,N,2007-10-01T00:00:00.000,5014300,480733,45.28194289,8.75433614,"{'type': 'Point', 'coordinates': [8.75433614, 45.28194289]}",7,7,6,
6804,Ozono,µg/m³,654,Sarezzo v.Minelli,269,BS,Sarezzo,N,2004-03-12T00:00:00.000,5055826,593900,45.64962671,10.20509022,"{'type': 'Point', 'coordinates': [10.20509022, 45.64962671]}",6,6,2,
6959,PM10 (SM2005),µg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,1999-01-01T00:00:00.000,5064150,509783,45.73083728,9.12573936,"{'type': 'Point', 'coordinates': [9.12573936, 45.73083728]}",2,2,3,
5797,Monossido di Carbonio,mg/m³,565,Cantù v.Meucci,369,CO,Cantù,S,1993-10-04T00:00:00.000,5064150,509783,45.73083728,9.12573936,"{'type': 'Point', 'coordinates': [9.12573936, 45.73083728]}",2,2,3,2023-01-02T00:00:00.000
10083,PM10 (SM2005),µg/m³,695,Ponti sul Mincio v.San Martino,113,MN,Ponti sul Mincio,N,2006-12-20T00:00:00.000,5030184,631718,45.41277633,10.68336214,"{'type': 'Point', 'coordinates': [10.68336214, 45.41277633]}",9,9,4,
6924,PM10 (SM2005),µg/m³,570,Tirano Viale Italia,439,SO,Tirano,S,1999-12-15T00:00:00.000,5118891,589196,46.21629300,10.17039700,"{'type': 'Point', 'coordinates': [10.170397, 46.216293]}",3,3,7,2012-04-02T00:00:00.000
6226,Ossidi di Azoto,µg/m³,587,Casnigo via Europa,514,BG,Casnigo,S,1989-11-08T00:00:00.000,5073819,567412,45.81464142,9.86771003,"{'type': 'Point', 'coordinates': [9.86771003, 45.81464142]}",5,5,1,2005-05-05T00:00:00.000
5663,Biossido di Zolfo,µg/m³,593,Ciserano c.so Europa,159,BG,Ciserano,S,1991-06-13T00:00:00.000,5048846,547278,45.59155664,9.60613797,"{'type': 'Point', 'coordinates': [9.60613797, 45.59155664]}",5,5,1,2003-06-03T00:00:00.000
6270,Ossidi di Azoto,µg/m³,602,Melegnano v.Predabissi,83,MI,Melegnano,S,2000-01-13T00:00:00.000,5022361,525789,45.35428881,9.32924395,"{'type': 'Point', 'coordinates': [9.32924395, 45.35428881]}",4,4,8,
6610,Particolato Totale Sospeso,µg/m³,612,Filago v.Fermi,176,BG,Filago,S,1992-01-01T00:00:00.000,5052474,543382,45.62446461,9.55651564,"{'type': 'Point', 'coordinates': [9.55651564, 45.62446461]}",5,5,1,
20574,Biossido di Zolfo,µg/m³,545,Motta Visconti v. De Gasperi,100,MI,Motta Visconti,N,2023-02-23T00:00:00.000,5014273,499103,45.28196356,8.98857592,"{'type': 'Point', 'coordinates': [8.98857592, 45.28196356]}",4,4,8,
17286,Biossido di Azoto,µg/m³,1374,Monza Parco,181,MB,Monza,N,2013-05-01T00:00:00.000,5049780,521452,45.60307200,9.27615600,"{'type': 'Point', 'coordinates': [9.276156, 45.603072]}",12,12,5,
9998,Benzene,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,S,2006-02-17T00:00:00.000,5041567,540293,45.52647322,9.51599100,"{'type': 'Point', 'coordinates': [9.515991, 45.52647322]}",4,4,8,2024-02-20T00:00:00.000
6859,Biossido di Azoto,µg/m³,661,Rezzato v.De Gasperi,147,BS,Rezzato,N,1992-08-05T00:00:00.000,5041110,604367,45.51571417,10.33624003,"{'type': 'Point', 'coordinates': [10.33624003, 45.51571417]}",6,6,2,
9917,Ossidi di Azoto,µg/m³,663,Mantova v.Ariosto,18,MN,Mantova,N,2004-06-05T00:00:00.000,5000669,641770,45.14526864,10.80333489,"{'type': 'Point', 'coordinates': [10.80333489, 45.14526864]}",9,9,4,
5693,Biossido di Zolfo,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,1999-12-30T00:00:00.000,5017060,538042,45.30601628,9.48527511,"{'type': 'Point', 'coordinates': [9.48527511, 45.30601628]}",11,11,8,
10350,Ozono,µg/m³,532,Cuggiono v. Languria,156,MI,Cuggiono,S,2007-02-28T00:00:00.000,5038680,484723,45.50148956,8.80445883,"{'type': 'Point', 'coordinates': [8.80445883, 45.50148956]}",4,4,8,2017-01-01T00:00:00.000
6302,Ossidi di Azoto,µg/m³,525,Corsico v.le Italia,119,MI,Corsico,S,1989-10-30T00:00:00.000,5031403,507619,45.43611269,9.09741197,"{'type': 'Point', 'coordinates': [9.09741197, 45.43611269]}",4,4,8,2018-07-30T00:00:00.000
10278,Ossidi di Azoto,µg/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,2007-06-16T00:00:00.000,5036190,518405,45.47834700,9.23166700,"{'type': 'Point', 'coordinates': [9.231667, 45.478347]}",4,4,8,
5540,Biossido di Azoto,µg/m³,537,Lainate v.Mengato,176,MI,Lainate,S,1991-09-25T00:00:00.000,5046000,502013,45.56754025,9.02580025,"{'type': 'Point', 'coordinates': [9.02580025, 45.56754025]}",4,4,8,2013-09-12T00:00:00.000
5834,Monossido di Carbonio,mg/m³,548,Milano v.Senato,118,MI,Milano,N,1995-05-01T00:00:00.000,5035238,515435,45.47050100,9.19746075,"{'type': 'Point', 'coordinates': [9.19746075, 45.470501]}",4,4,8,
6927,PM10 (SM2005),µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,2000-05-12T00:00:00.000,5077479,530713,45.85019631,9.39558125,"{'type': 'Point', 'coordinates': [9.39558125, 45.85019631]}",10,10,5,
12675,Cadmio,ng/m³,1264,Sondrio v.Paribelli,290,SO,Sondrio,N,2008-04-01T00:00:00.000,5113073,567873,46.16785664,9.87921169,"{'type': 'Point', 'coordinates': [9.87921169, 46.16785664]}",3,3,7,
10474,Benzene,µg/m³,1267,Turano Lodigiano v. Gramsci,65,LO,Turano Lodigiano,S,2010-01-01T00:00:00.000,5010942,548751,45.25028636,9.62126692,"{'type': 'Point', 'coordinates': [9.62126692, 45.25028636]}",11,11,8,2017-03-31T00:00:00.000
6198,Ossidi di Azoto,µg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,1991-06-07T00:00:00.000,5065779,559162,45.74304147,9.76054592,"{'type': 'Point', 'coordinates': [9.76054592, 45.74304147]}",5,5,1,2007-03-14T00:00:00.000
10506,Benzene,µg/m³,1269,Dalmine v.Verdi,207,BG,Dalmine,N,2010-09-01T00:00:00.000,5055304,546847,45.64971000,9.60123469,"{'type': 'Point', 'coordinates': [9.60123469, 45.64971]}",5,5,1,
10291,Ammoniaca,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,S,2007-03-17T00:00:00.000,5084478,538586,45.91279097,9.49754261,"{'type': 'Point', 'coordinates': [9.49754261, 45.91279097]}",10,10,5,2021-03-05T00:00:00.000
5799,Monossido di Carbonio,mg/m³,564,Erba v. Battisti,279,CO,Erba,S,2009-01-01T00:00:00.000,5072803,517232,45.80857380,9.22177920,"{'type': 'Point', 'coordinates': [9.2217792, 45.8085738]}",2,2,3,2014-03-05T00:00:00.000
5532,Biossido di Azoto,µg/m³,529,Cinisello Balsamo v.Lincoln,149,MI,Cinisello Balsamo,N,1988-11-24T00:00:00.000,5044335,517778,45.55232831,9.22776572,"{'type': 'Point', 'coordinates': [9.22776572, 45.55232831]}",4,4,8,
6234,Ossidi di Azoto,µg/m³,564,Erba v. Battisti,279,CO,Erba,N,2009-06-13T00:00:00.000,5072803,517232,45.80857380,9.22177920,"{'type': 'Point', 'coordinates': [9.2217792, 45.8085738]}",2,2,3,
6320,Ossidi di Azoto,µg/m³,539,Milano v.Liguria,115,MI,Milano,N,1991-10-24T00:00:00.000,5032273,513134,45.44386047,9.16794489,"{'type': 'Point', 'coordinates': [9.16794489, 45.44386047]}",4,4,8,
5592,Biossido di Azoto,µg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,1991-06-07T00:00:00.000,5065779,559162,45.74304147,9.76054592,"{'type': 'Point', 'coordinates': [9.76054592, 45.74304147]}",5,5,1,2007-03-14T00:00:00.000
9832,PM10 (SM2005),µg/m³,671,Mantova Tridolino,22,MN,Mantova,S,2004-12-28T00:00:00.000,5001664,646147,45.15332800,10.85927200,"{'type': 'Point', 'coordinates': [10.859272, 45.153328]}",9,9,4,2024-01-31T00:00:00.000
20754,Benzene,µg/m³,1322,DarfoBT,221,BS,Darfo Boario Terme,N,2024-03-08T00:00:00.000,5080975,591483,45.87626097,10.17883506,"{'type': 'Point', 'coordinates': [10.17883506, 45.87626097]}",6,6,7,
9860,Ossidi di Azoto,µg/m³,673,Voghera v.Pozzoni,90,PV,Voghera,N,2005-07-28T00:00:00.000,4982900,500665,44.99955481,9.00844961,"{'type': 'Point', 'coordinates': [9.00844961, 44.99955481]}",7,7,6,
6693,Particolato Totale Sospeso,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,S,2002-06-01T00:00:00.000,5004590,512932,45.19468231,9.16464919,"{'type': 'Point', 'coordinates': [9.16464919, 45.19468231]}",7,7,6,2011-02-03T00:00:00.000
20465,BlackCarbon,µg/m³,548,Milano v.Senato,118,MI,Milano,N,2020-03-12T00:00:00.000,5035238,515435,45.47050100,9.19746075,"{'type': 'Point', 'coordinates': [9.19746075, 45.470501]}",4,4,8,
9874,Particelle sospese PM2.5,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,2005-11-22T00:00:00.000,5035546,517377,45.47322769,9.22231536,"{'type': 'Point', 'coordinates': [9.22231536, 45.47322769]}",4,4,8,2007-06-11T00:00:00.000
6242,Ossidi di Azoto,µg/m³,577,Calolziocorte c.so Dante,215,LC,Calolziocorte,S,1994-11-29T00:00:00.000,5072149,533373,45.80210114,9.42947022,"{'type': 'Point', 'coordinates': [9.42947022, 45.80210114]}",10,10,5,2018-07-30T00:00:00.000
10097,Biossido di Azoto,µg/m³,697,Borgofranco sul Po loc. Bonizzo,14,MN,Borgofranco sul Po,N,2006-11-29T00:00:00.000,4990430,671752,45.04650286,11.18094889,"{'type': 'Point', 'coordinates': [11.18094889, 45.04650286]}",9,9,4,
20492,Particelle sospese PM2.5,µg/m³,1800,Brescia S.Polo,124,BS,Brescia,N,2020-12-07T00:00:00.000,5040227,598141,45.50866680,10.25637025,"{'type': 'Point', 'coordinates': [10.25637025, 45.5086668]}",6,6,2,
5812,Monossido di Carbonio,mg/m³,606,San Giuliano Milanese via Milano,97,MI,San Giuliano Milanese,N,2000-01-13T00:00:00.000,5027003,522127,45.39619767,9.28269897,"{'type': 'Point', 'coordinates': [9.28269897, 45.39619767]}",4,4,8,
5818,Monossido di Carbonio,mg/m³,529,Cinisello Balsamo v.Lincoln,149,MI,Cinisello Balsamo,S,1988-09-29T00:00:00.000,5044335,517778,45.55232831,9.22776572,"{'type': 'Point', 'coordinates': [9.22776572, 45.55232831]}",4,4,8,2011-07-04T00:00:00.000
17084,Arsenico,ng/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,S,2008-04-01T00:00:00.000,5113078,567173,46.16797103,9.87014581,"{'type': 'Point', 'coordinates': [9.87014581, 46.16797103]}",3,3,7,2011-12-26T00:00:00.000
20591,BlackCarbon,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,2023-05-08T00:00:00.000,5077479,530713,45.85019631,9.39558125,"{'type': 'Point', 'coordinates': [9.39558125, 45.85019631]}",10,10,5,
6701,Biossido di Azoto,µg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,N,2002-03-03T00:00:00.000,5003660,511522,45.18633544,9.14667703,"{'type': 'Point', 'coordinates': [9.14667703, 45.18633544]}",7,7,6,
6781,Biossido di Azoto,µg/m³,652,Brescia v.Turati,154,BS,Brescia,N,1999-01-13T00:00:00.000,5043626,596168,45.53953611,10.23178722,"{'type': 'Point', 'coordinates': [10.23178722, 45.53953611]}",6,6,2,
5652,Biossido di Zolfo,µg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,1998-12-06T00:00:00.000,5047718,487687,45.58289429,8.84216546,"{'type': 'Point', 'coordinates': [8.84216546, 45.58289429]}",1,1,3,
6651,Particolato Totale Sospeso,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,1990-05-11T00:00:00.000,5035847,511082,45.47606529,9.14178666,"{'type': 'Point', 'coordinates': [9.14178666, 45.47606529]}",4,4,8,1999-08-01T00:00:00.000
20571,PM10 (SM2005),µg/m³,665,Viadana v. Cavalli,37,MN,Viadana,N,2023-01-18T00:00:00.000,4975705,619759,44.92469933,10.51750417,"{'type': 'Point', 'coordinates': [10.51750417, 44.92469933]}",9,9,4,
